"Sektor","Industri","Model","Beskrivelse","installer","state","bug","spesificity","usage","scope","applications","nationality","recommeded","documentation","language"
"Energy System Assessment¶","Analysis¶","PowSyBl","PowSyBl - An open source framework written in Java, that makes it easy to write complex software for power systems simulations and analysis.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","PowSyBl Open Load Flow","PowSyBl Open Load Flow - An open source implementation of the load flow API that can be found in PowSyBl Core. It supports AC Newtow-Raphson and linear DC calculation methods.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","matpower","matpower - A package of M-files for solving power flow, continuation power flow and optimal power flow problems using MATLAB or Octave.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","energyRt","energyRt - Making Energy Systems Modeling as simple as a linear regression in R.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","MVS","MVS - The multi-vector simulator allows the evaluation of local sector-coupled energy systems that include the energy carriers electricity, heat and/or gas.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","PowNet","PowNet - A least-cost optimization model for simulating the Unit Commitment and Economic Dispatch of large-scale (regional to country) power systems.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","OpenIPSL","OpenIPSL - A library of power system component models written in the Modelica language that can be used for power system dynamic analysis, such as phasor time-domain simulations.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","pyam","pyam - A Python package for data-wrangling, analysis and visualization of integrated-assessment scenarios and energy systems modeling results.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","RAMP","RAMP - A bottom-up stochastic model for the generation of high-resolution multi-energy profiles, conceived for application in contexts where only rough information about users' behaviour are obtainable.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","PowerGAMA","PowerGAMA - A Python package for hour-by-hour optimal power flow analysis of interconnected power systems with variable energy sources and storage systems.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","POMATO","POMATO - An easy to use tool for the comprehensive analysis of the modern electricity market.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","PowerGAMA","PowerGAMA - A lightweight simulation tool for high level analyses of renewable energy integration in large power systems.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","Power System Analysis Toolbox","Power System Analysis Toolbox - A Matlab toolbox for electric power system analysis and simulation.","","","","","","","","","","",""
"Energy System Assessment¶","Analysis¶","USelectricity","USelectricity - Forecast the US demand for electricity.","","","","","","","","","","",""
"Natural Resources¶","Air¶","CMAQ","CMAQ - Code base for the U.S. EPAs Community Multiscale Air Quality Model.","","","","","","","","","","",""
"Natural Resources¶","Air¶","AMET","AMET - A suite of software designed to facilitate the analysis and evaluation of predictions from meteorological and air quality models.","","","","","","","","","","",""
"Natural Resources¶","Air¶","MLAir","MLAir - Machine Learning on Air data is an environment that simplifies and accelerates the creation of new machine learning models for the analysis and forecasting of meteorological and air quality time-series.","","","","","","","","","","",""
"Natural Resources¶","Air¶","shoot","shoot-i-smoke - See your city's air pollution measured in daily cigarettes.","","","","","","","","","","",""
"Natural Resources¶","Air¶","airqmon","airqmon - A macOS menu bar application that displays live air quality data from the nearest sensor station.","","","","","","","","","","",""
"Natural Resources¶","Air¶","opendata","opendata-stuttgart - The maintained main firmware for the Luftdaten.Info Sensor.","","","","","","","","","","",""
"Natural Resources¶","Air¶","AirCasting","AirCasting - The project aims to build a platform for gathering, visualization and sharing of environmental data.","","","","","","","","","","",""
"Natural Resources¶","Air¶","openair","openair - An R package developed for the purpose of analyzing air quality data — or more generally atmospheric composition data.","","","","","","","","","","",""
"Natural Resources¶","Air¶","ropenaq","ropenaq - A community of scientists, software developers and lovers of open environmental data who are building an open, real-time database that provides programmatic and historical access to air quality data.","","","","","","","","","","",""
"Natural Resources¶","Air¶","airQualityMeter","airQualityMeter - Detects air particulate matter (PM - pm1, pm2.5, pm10) concentrations and sends data to an MQTT server.","","","","","","","","","","",""
"Natural Resources¶","Air¶","Air","Air-Trends-Report - Source code for EPA's annual air trends report on air quality, emissions and visibility trends.","","","","","","","","","","",""
"Natural Resources¶","Air¶","openaq","openaq-api - This is the main API for the OpenAQ project written in JavaScript.","","","","","","","","","","",""
"Natural Resources¶","Air¶","breethe","breethe-server - Breethe allows instant access to up to date air quality data for locations in Europe.","","","","","","","","","","",""
"Natural Resources¶","Air¶","SMOKE","SMOKE - Create emissions inputs for multiple air quality modeling systems with unmatched speed and flexibility.","","","","","","","","","","",""
"Natural Resources¶","Air¶","inmap","inmap - A multi-scale emissions-to-health impact model for fine particulate matter (PM2.5) that mechanistically evaluates air quality and health benefits of perturbations to baseline emissions.","","","","","","","","","","",""
"Natural Resources¶","Air¶","Open Source EMEP MSC","Open Source EMEP MSC-W model - Designed to calculate air concentrations and deposition fields for major acidifying and eutrophying pollutants, photo-oxidants and particulate matter.","","","","","","","","","","",""
"Natural Resources¶","Air¶","Rpollution","Rpollution - The goal of Rpollution is to assemble R functions to analyze air pollution data.","","","","","","","","","","",""
"Natural Resources¶","Air¶","YETI","YETI - A bottom-up traffic emission calculation tool developed at the Institute for Advanced Sustainability Studies in Potsdam and built in Python.","","","","","","","","","","",""
"Natural Resources¶","Air¶","PM2.5","PM2.5-GNN - A Domain Knowledge Enhanced Graph Neural Network For PM2.5 Forecasting.","","","","","","","","","","",""
"Natural Resources¶","Agriculture and Nutrition¶","Farmbot","Farmbot - Humanity's open-source CNC farming machine.","","","","","","","","","","",""
"Natural Resources¶","Agriculture and Nutrition¶","MudPi","MudPi - A scalable smart garden system that allows you to maintain controls, monitor conditions, and sustainably manage resources of your garden.","","","","","","","","","","",""
"Natural Resources¶","Agriculture and Nutrition¶","OBIA4RTM","OBIA4RTM - Aims for plant parameter retrieval - relevant in smart farming applications - by using radiative transfer models and object-based image analysis that directly addresses actual user needs and policy demands in a highly efficient, flexible and scalable way.","","","","","","","","","","",""
"Natural Resources¶","Agriculture and Nutrition¶","Crop","Crop-Classification - Provides codes for crop classification using multi temporal satellite images.","","","","","","","","","","",""
"Natural Resources¶","Agriculture and Nutrition¶","DSSAT Cropping System Model","DSSAT Cropping System Model - Have been used for many applications ranging from on-farm and precision management to regional assessments of the impact of climate variability and climate change.","","","","","","","","","","",""
"Natural Resources¶","Agriculture and Nutrition¶","MAgPIE","MAgPIE - Model of Agricultural Production and its Impact on the Environment.","","","","","","","","","","",""
